Vessel,Expedition_Leg,Science program,Start date,Start port city,Start port country,End date,End port city,End port country,Total (days),In port (days),In transit (days),On site (days),Off site (days),"Coring, drilling, tripping (days)",Logging & downhole tools (days),"Reentry, casing, cementing (days)",Remedial action (days),"Engineering, completion, CORK (days)","Lost time [weather, repairs] (days)",Other (days),Sites,Holes,Cores,Distance traveled (nmi),Average transit speed (kn),Total penetration (m),Interval drilled (m),Interval cored (m),Core recovered (m),Recovery (%),Maximum water depth (m),Minimum water depth (m),Seafloor camera deployments,Reentries,Staff Scientist*,Operations Superintendent*,Lab Officer,Curator*,Co-chiefs
JOIDES Resolution,376,Brothers Arc Flux,5-May-18,Auckland,New Zealand,5-Jul-18,Auckland,New Zealand,61,4,2.32,54.68,,32.36,2.67,9.34,4.03,0,5.87,0.4,6,15,227,492,10.4,1595.2,351.2,1244,222.37,17.9,1735,1228.4,25,15,Tobias Hoefig,Stephen Midgley,William Mills,Inva Braha,Cornel de Ronde & Susan Humphris
JOIDES Resolution,376T/378P,Transit/Tie up,5-Jul-18,Auckland,New Zealand,15-Nov-18,Hong Kong,Hong Kong,133.22,106.77,24.88,1.57,,0,0,0,0,1.47,0,0.1,0,0,0,5664.8,11.8,0,0,0,0,,,,1,0,not applicable,Kevin Grigar/John Van Hyfte/Stephen Midgley,Lisa Crowder/Eric Moortgat,,not applicable
JOIDES Resolution,368X,Return to Hole U1503A,15-Nov-18,Hong Kong,Hong Kong,8-Dec-18,Hong Kong,Hong Kong,23,2.02,2.4,18.58,,16.49,0.75,1,0.04,0,0.06,0.24,1,1,87,567,10.1,1710.1,995.1,715,175.7,24.6,3867.7,3867.7,5,4,Laurel Childress,Stephen Midgley,Lisa Crowder,Inva Braha,not applicable
JOIDES Resolution,368T,Transit,8-Dec-18,Hong Kong,Hong Kong,18-Jan-19,Punta Arenas,Chile,41.79,5.09,36.36,0,,0,0,0,0,0,0,0,0,0,0,9886,11.4,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,Chieh Peng,not applicable,not applicable
JOIDES Resolution,379,Amundsen Sea West Antarctic Ice Sheet,18-Jan-19,Punta Arenas,Chile,20-Mar-19,Punta Arenas,Chile,61,11.17,14.39,35.45,,17.68,0,0.78,0,0,16.85,0.15,2,11,151,3670,10.76,2730.9,1454.9,1276,1086.46,85.1,4190.2,3961.4,5,5,Adam Klaus,Stephen Midgley,William Mills,Catherine Smith,Karsten Gohl & Julia Wellner
JOIDES Resolution,382,Iceberg Alley,20-Mar-19,Punta Arenas,Chile,19-May-19,Punta Arenas,Chile,60.3,7.4,11.25,42.35,,31.97,0.71,0.42,0,0,8.41,0.16,5,18,417,2430.2,9.2,3715.4,487,3228.4,2809.38,87,3713.6,605.1,2,2,Trevor Williams,William Rhinehart,Lisa Crowder,Brittany Martinez,Maureen Raymo & Mike Weber
JOIDES Resolution,383,Pacific Antarctic Circumpolar Current,19-May-19,Punta Arenas,Chile,20-Jul-19,Punta Arenas,Chile,61.65,5.75,19.77,36.13,,23.41,0,0,0,0,12.65,0.07,6,19,310,5416.3,10,2949.5,300.8,2648.7,2636.4,99.5,4071.1,1099.8,0,0,Carlos Alvarez Zarikian,Kevin Grigar,Chieh Peng,Catherine Smith,Frank Lamy & Gisela Winckler
JOIDES Resolution,379T,JR100,20-Jul-19,Punta Arenas,Chile,18-Aug-19,Antofagasta,Chile,29,5.47,8.86,14.67,,12.79,0,0,0,0,1.84,0.02,8,25,241,2159,,2191.9,8.5,2183.4,2231.85,102.2,3068,680.9,0,0,Laurel Childress,Stephen Midgley,William Mills,Elizabeth Jimenez,Samantha Bova & Yair Rosenthal
JOIDES Resolution,385T,Revisiting Holes 504B and 896A,18-Aug-19,Antofagasta,Chile,15-Sep-19,San Diego,USA,28.47,1.53,16.23,11.24,,5.9,0,0.67,2.92,0,0.32,0.91,2,2,0,4503,11.83,0,0,0,0,,3462.7,3447.8,11,7,Peter Blum,Stephen Midgley,William Mills,,Beth Orcutt & Masako Tominaga
JOIDES Resolution,385,Guaymas Basin Tectonics and Biosphere,15-Sep-19,San Diego,USA,15-Nov-19,San Diego,USA,61.15,5.71,10.89,44.55,,39.68,2.51,0.71,0,0,1.05,0.6,7,26,755,2678.9,11,5284.4,532.6,4751.8,4176,87.9,2001.2,1585.6,6,0,Tobias Hoefig,Kevin Grigar,Lisa Crowder,Brittany Martinez,Daniel Lizarralde & Andreas Teske
JOIDES Resolution,378T,Transit,15-Nov-19,San Diego,USA,3-Jan-20,Lautoka,Fiji,47.73,25.58,20.94,0,,0,0,0,0,0,0,0,0,0,0,5301,10.5,0,0,0,0,,,,0,0,not applicable,Stephen Midgley,Chieh Peng,not applicable,not applicable
JOIDES Resolution,378,South Pacific Paleogene Climate,3-Jan-20,"Lautoka, Fiji",Fiji,6-Feb-20,Papeete,Tahiti,35.18,2.97,21.19,11.02,,10.53,0.04,0,0,0,0.42,0.03,1,5,145,5344,10.5,1848.8,633.4,1215.4,912.4,75.1,1221.7,1221.2,0,0,Laurel Childress,Kevin Grigar,Lisa Crowder,Catherine Smith,Ursula Roehl & Deborah Thomas
JOIDES Resolution,378S,Transit,6-Feb-20,Papeete,Tahiti,3-Mar-20,Balboa,Panama,25.61,2.04,18.56,4.8,,0,0,0,0,0,4.8,0,0,0,0,4473.8,10.8,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,Lisa Crowder,,not applicable
JOIDES Resolution,387P/T,Transit/Tie up,3-Mar-20,Balboa,Panama,16-May-20,Amsterdam,Netherlands,73.9,6.66,17,50.24,,0,0,0,0,0,50.89,0,0,0,0,4974,9.7,0,0,0,0,,,,0,0,not applicable,William Rhinehart,William Mills,,not applicable
JOIDES Resolution,384P/T/A,Transit/Tie up,16-May-20,Amsterdam,Netherlands,20-Jul-20,Kristiansand,Norway,64.98,43.99,1.72,19.27,,0,0,0,0,0,20.27,0,0,0,0,400,9.8,0,0,0,0,,,,0,0,not applicable,Stephen Midgley,Chieh Peng,,not applicable
JOIDES Resolution,384,Engineering Testing,20-Jul-20,Kristiansand,Norway,24-Aug-20,Kristiansand,Norway,35.02,2.98,10.25,21.79,,17.51,1.82,0,0,0,2.46,0,2,11,59,2328,9.5,1972.6,1588.4,384.2,306.9,79.9,1871,1516.4,0,0,Peter Blum,William Rhinehart,Lisa Crowder,,not applicable
JOIDES Resolution,390P,Tie up,24-Aug-20,Kristiansand,Norway,5-Oct-20,Kristiansand,Norway,41.98,41.98,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,Elizabeth Novak,,not applicable
JOIDES Resolution,390C,South Atlantic Transect Reentry Installations,5-Oct-20,Kristiansand,Norway,5-Dec-20,Cape Town,South Africa,61.25,2.72,29.11,29.17,,24.57,0,4.11,0,0.18,0.4,0.16,4,9,128,8078.6,11.6,1697.3,599.9,1097.4,865.05,78.8,5012.3,3055,8,1,Emily Estes,Stephen Midgley,Chieh Peng,Brittany Martinez,not applicable
JOIDES Resolution,390R,Tie up,5-Dec-20,Cape Town,South Africa,4-Feb-21,Cape Town,South Africa,60.79,60.79,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,Lisa Crowder,,not applicable
JOIDES Resolution,395P,Tie up,4-Feb-21,Cape Town,South Africa,6-Apr-21,Cape Town,South Africa,61,61,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,Trevor Williams,Stephen Midgley,Chieh Peng,not applicable,not applicable
JOIDES Resolution,395E,Complete South Atlantic Transect Reentry Installations,6-Apr-21,Cape Town,South Africa,5-Jun-21,Reykjavik,Iceland,60.37,9.08,30.4,20.61,,9.79,0,9.38,0,0.15,1.3,0,4,7,27,8096.8,10.62,1114.2,799.8,190.4,184.28,96.8,5010.7,3723.7,7,4,Peter Blum,William Rhinehart,William Mills,Lachlan Carel Lewis,not applicable
JOIDES Resolution,395C,Reykjanes Mantle Convection and Climate: Crustal Objectives,5-Jun-21,Reykjavik,Iceland,6-Aug-21,Reykjavik,Iceland,61.78,5.78,3.7,52.26,,39.83,6.21,2.99,0.13,0,2.16,0.97,5,11,406,840,10.6,4421.7,1555.1,2866.6,2444.4,85.3,2208.1,1417.9,8,6,Leah LeVay,Kevin Grigar,Lisa Crowder,Catherine Smith,not applicable
JOIDES Resolution,396,Mid-Norwegian Continental Margin Magmatism,6-Aug-21,Reykjavik,Iceland,5-Oct-21,Reykjavik,Iceland,60.33,5.19,8.14,47.01,,38.09,5.42,0,0,0,3.38,0.13,10,21,502,2291.17,7.99,3947.1,385,3562.1,2038.94,57.2,3167.2,1205.3,0,0,Carlos Alvarez Zarikian,Stephen Midgley,Chieh Peng,Brittany Martinez,Christian Berndt & Sverre Planke
JOIDES Resolution,396T,Transit/Tie up,5-Oct-21,Reykjavik,Iceland,6-Dec-21,Cape Town,South Africa,61.55,36.61,24.94,0,,0,0,0,0,0,0,0,0,0,0,6719,11.2,0,0,0,0,,,,0,0,not applicable,Kevin Grigar,William Mills,not applicable,not applicable
JOIDES Resolution,391,Walvis Ridge Hotspot,6-Dec-21,Cape Town,South Africa,5-Feb-22,Cape Town,South Africa,61.05,5.38,10.93,27.15,17.59,25.59,0,0.48,0,0,0.82,0.25,4,5,190,4811.75,10.51,1861,365,1496,953.57,63.7,3940.2,3027.2,2,1,Tobias Hoefig,Stephen Midgley,Lisa Crowder,Lachlan Carel Lewis,Kaj Hoernle & William Sager
JOIDES Resolution,392,Agulhas Plateau Cretaceous Climate,5-Feb-22,Cape Town,South Africa,7-Apr-22,Cape Town,South Africa,61.11,5.08,8.51,47.71,,37.83,3.1,0,0,0,6.19,0.58,4,10,315,2713.5,9.1,3178.3,588.8,2599,1979.9,76,4591.4,2492.9,0,0,Laurel Childress,William Rhinehart,William Mills,Catherine Smith,Steven Bohaty & Gabriele Uenzelmann-Neben
JOIDES Resolution,390,South Atlantic Transect 1,7-Apr-22,Cape Town,South Africa,7-Jun-22,Cape Town,South Africa,60.83,3.99,18.99,30.05,7.8,24.55,2.48,1.47,0,0,1.38,0.17,4,7,124,4623.6,10.2,904.5,0,904.5,700.34,77.4,5010.7,3057.6,5,5,Emily Estes,Stephen Midgley,Chieh Peng,Brittany Martinez,Rosalind Coggon & Jason Sylvan
JOIDES Resolution,393,South Atlantic Transect 2,7-Jun-22,Cape Town,South Africa,7-Aug-22,Cape Town,South Africa,61.21,4.07,19.39,37.75,,33.78,2.38,1.14,0,0,0.13,0.33,4,12,187,4446,9.7,1257.6,106,1151.6,775.2,67.3,4337.3,3055,9,5,Trevor Williams,Kevin Grigar,Lisa Crowder,Michelle Penkrot,Julia Reece & Damon Teagle
JOIDES Resolution,397P,Tie up,7-Aug-22,Cape Town,South Africa,10-Sep-22,Cape Town,South Africa,33.79,33.79,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,,0,0,not applicable,William Rhinehart,William Mills,not applicable,not applicable
JOIDES Resolution,397T,Transit and Return to Walvis Ridge Hotspot,10-Sep-22,Cape Town,South Africa,11-Oct-22,Lisbon,Portugal,31.16,2.09,21.11,7.95,,7.95,0,0,0,0,0,0,2,2,46,5442,10.8,707,276.2,430.8,241.4,56,3457.3,2304.8,0,0,Peter Blum,William Rhinehart,William Mills,Brittany Martinez,William Sager
JOIDES Resolution,397,Iberian Margin Paleoclimate,11-Oct-22,Lisbon,Portugal,11-Dec-22,Tarragona,Spain,60.86,4.91,4.76,51.2,,40.9,1.66,0,0,0,8.29,0.35,4,16,737,950.3,9.1,6232.9,303.5,5929.4,6176.7,104.2,4693.6,1338.5,0,0,Carlos Alvarez Zarikian,Kevin Grigar,Lisa Crowder,Lachlan Carel Lewis,Fatima Abrantes & David Hodell
JOIDES Resolution,398,Hellenic Arc Volcanic Field,11-Dec-22,Tarragona,Spain,10-Feb-23,Heraklion,Greece,60.96,5.23,6.74,48.99,,42.77,1.45,0.26,1.88,0,1.66,0.98,12,28,768,1579,10,7323.2,1620.1,5703.1,3346.4,58.7,693.1,291,2,1,Thomas Ronge,William Rhinehart,Chieh Peng,Brittany Martinez,Timothy Druitt & Steffen Kutterolf
JOIDES Resolution,398P,Transit and Tie up,10-Feb-23,Heraklion,Greece,12-Apr-23,Ponta Delgada,Azores,61.15,49.19,11.96,0,,0,0,0,0,0,0,0,0,0,0,2744.5,9.7,0,0,0,0,,,,0,0,Laurel Childress,Kevin Grigar,Elizabeth Novak,not applicable,not applicable
JOIDES Resolution,399,"Building Blocks of Life, Atlantis Massif",12-Apr-23,Ponta Delgada,Azores,12-Jun-23,Ponta Delgada,Azores,61,7.26,7.79,45.95,,35.82,3.86,4.1,1.57,0,0.16,0.43,2,4,287,1888,10.1,1436.9,49,1387.9,949.5,68.4,1656,861,15,11,Peter Blum,William Rhinehart,William Mills,Lachlan Carel Lewis,Susan Lang & Andrew McCaig
JOIDES Resolution,395,Reykjanes Mantle Convection and Climate,12-Jun-23,Ponta Delgada,Azores,12-Aug-23,Reykjavik,Iceland,61.01,4.24,10.23,46.54,,39.02,2.75,2.93,0.06,0,1.29,0.49,4,11,532,2543,10.8,5535.9,1138.3,4397.6,3825.8,87,2721.5,1878.1,4,3,Leah LeVay,Kevin Grigar,Chieh Peng,James Kowalski,Anne Briais & Ross Parnell-Turner
JOIDES Resolution,400,NW Greenland Glaciated Margin,12-Aug-23,Reykjavik,Iceland,13-Oct-23,Reykjavik,Iceland,62.49,4.99,15.28,42.22,,34.62,3.41,0.42,0,0,3.56,0.22,6,15,472,3662.6,10,4615.4,628.6,3986.8,2299.1,57.7,1954.9,540,3,2,Laurel Childress,William Rhinehart,Lisa Crowder,Lachlan Carel Lewis,Anne Jennings & Paul Knutz
JOIDES Resolution,400T,Transit/Tie up,13-Oct-23,Reykjavik,Iceland,10-Dec-23,Amsterdam,Netherlands,57.46,49.37,8.09,0,,0,0,0,0,0,0,0,0,0,0,1283,6.8,0,0,0,0,,,,0,0,Carlos Alvarez Zarikian,Kevin Grigar,Eric Moortgat,not applicable,not applicable
JOIDES Resolution,401, Mediterranean Atlantic Gateway Exchange,10-Dec-23,Amsterdam,Netherlands,9-Feb-24,Naples,Italy,61.01,2.97,10.6,47.44,,37.3,2.4,5.3,0.09,0,2.07,0.27,4,7,408,2778,10.9,5905.6,2740,3165.6,2605.1,82.3,2595.4,567.4,5,3,Trevor Williams,William Rhinehart,Chieh Peng,Lachlan Carel Lewis,Emmanuelle Ducassou & Rachel Flecker
